time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,-0.0036,0.3374,-2.6706,2.692
0.005000,-0.0107,0.3767,-2.4310,2.460
0.009000,-0.1976,0.4006,-2.3647,2.407
0.014000,-0.3542,0.4283,-2.3757,2.440
0.017000,-0.2912,0.5156,-2.0981,2.180
0.023000,-0.1953,0.4624,-1.5983,1.675
0.029000,-0.2749,0.4359,-1.3601,1.454
0.033000,-0.3842,0.3887,-1.2270,1.343
0.038000,-0.2241,0.3527,-1.0510,1.131
0.041000,0.1628,0.4600,-0.9588,1.076
0.047000,0.1900,0.5265,-0.7854,0.964
0.052000,0.1387,0.4734,-0.5122,0.711
0.057000,0.1926,0.2934,-0.2970,0.460
0.063000,0.4471,-0.1191,-0.2589,0.530
0.066000,0.6180,-0.6326,-0.3877,0.966
0.071000,0.6566,-1.0590,-0.3864,1.305
0.084000,0.6838,-1.1147,-0.2528,1.332
0.085000,0.7390,-0.9995,0.0251,1.243
0.086000,0.7350,-0.8369,0.2823,1.149
0.090000,0.6481,-0.6761,0.4883,1.056
0.096000,0.5315,-0.5732,0.6745,1.033
0.101000,0.4358,-0.4693,0.7985,1.024
0.105000,0.3995,-0.4274,0.8794,1.056
0.111000,0.4102,-0.4122,0.9030,1.074
0.114000,0.4677,-0.4769,0.9577,1.168
0.119000,0.4663,-0.5478,1.0244,1.252
0.125000,0.5018,-0.6035,1.1004,1.352
0.129000,0.5529,-0.6057,1.2073,1.460
0.134000,0.6009,-0.6163,1.2780,1.541
0.139000,0.5443,-0.6398,1.4248,1.654
0.143000,0.5182,-0.7167,1.5139,1.753
0.149000,0.5168,-0.8116,1.3661,1.671
0.154000,0.6026,-0.9199,1.2089,1.634
0.168000,0.6375,-0.9678,1.1592,1.639
0.169000,0.6652,-0.9412,1.1046,1.596
0.169000,0.6429,-0.8405,0.9946,1.452
0.173000,0.5964,-0.6490,0.8841,1.248
0.182000,0.5249,-0.4719,0.8446,1.101
0.183000,0.4828,-0.3113,0.8637,1.037
0.186000,0.4289,-0.1816,0.9006,1.014
0.191000,0.3438,-0.0852,0.9169,0.983
0.198000,-0.0262,0.3294,1.0416,1.093
0.202000,-0.0934,0.3394,1.0905,1.146
0.207000,0.0091,0.1966,0.8295,0.852
0.210000,0.0762,0.0304,0.5288,0.535
0.217000,0.0935,-0.1206,0.3604,0.391
0.221000,0.0383,-0.1174,0.3311,0.353
0.226000,0.0276,-0.0891,0.3377,0.350
0.230000,0.0428,-0.0877,0.3015,0.317
0.235000,0.0577,-0.1058,0.3014,0.325
0.240000,0.0318,-0.1769,0.3444,0.388
0.245000,0.0057,-0.2004,0.3659,0.417
0.251000,-0.0610,-0.1618,0.3948,0.431
0.256000,-0.0767,-0.1663,0.3855,0.427
0.262000,-0.0533,-0.2305,0.3668,0.437
0.266000,-0.0175,-0.2781,0.4344,0.516
0.269000,0.0015,-0.3164,0.4256,0.530
0.274000,0.0172,-0.2927,0.3594,0.464
0.279000,-0.0045,-0.2762,0.3555,0.450
0.283000,-0.0062,-0.2209,0.3467,0.411
0.288000,0.0145,-0.1648,0.3404,0.378
0.303000,0.0127,-0.1121,0.3197,0.339
0.304000,0.0200,-0.1076,0.3757,0.391
0.304000,0.0416,-0.1343,0.4411,0.463
0.307000,0.0371,-0.1392,0.4564,0.479
0.315000,0.0760,-0.1462,0.4191,0.450
0.317000,0.2321,-0.2029,0.3389,0.458
0.323000,0.0243,-0.2353,0.4692,0.525
0.327000,-0.3146,-0.1762,0.6640,0.756
0.331000,-0.3057,-0.0403,0.6482,0.718
0.337000,-0.1401,0.1198,0.5010,0.534
0.341000,-0.0372,0.1467,0.4187,0.445
0.346000,-0.1047,0.0598,0.3652,0.385
0.352000,-0.2381,0.0174,0.3382,0.414
0.356000,-0.2586,0.0194,0.2944,0.392
0.362000,-0.1975,0.0345,0.2410,0.314
0.366000,-0.1019,0.0029,0.1519,0.183
0.371000,-0.0529,-0.0682,0.0294,0.091
0.386000,-0.1302,-0.1072,-0.0283,0.171
0.387000,-0.2289,-0.1071,0.0144,0.253
0.387000,-0.2538,-0.0348,0.1359,0.290
0.390000,-0.2426,0.0470,0.2309,0.338
0.401000,-0.2620,0.1188,0.2733,0.397
