time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,-0.2658,0.1997,-1.1920,1.238
0.003000,-0.4045,0.2479,-1.1257,1.222
0.004000,-0.4292,0.3204,-0.9306,1.074
0.004000,-0.3286,0.3628,-0.5622,0.745
0.005000,-0.1846,0.3895,-0.1347,0.452
0.009000,0.0337,0.4334,0.3682,0.570
0.012000,0.1828,0.4423,0.7944,0.927
0.021000,0.3580,0.4353,1.1492,1.280
0.022000,0.4508,0.4663,1.3212,1.472
0.028000,0.5064,0.4290,1.3572,1.511
0.032000,0.5346,0.4572,1.3998,1.567
0.037000,0.4868,0.4568,1.2971,1.459
0.045000,0.3730,0.3949,1.1151,1.240
0.047000,0.2244,0.2828,1.0019,1.065
0.052000,0.1161,0.1354,0.8483,0.867
0.061000,0.0292,0.0511,0.6712,0.674
0.062000,-0.0426,0.0087,0.3868,0.389
0.067000,-0.1609,-0.0522,0.1505,0.226
0.072000,-0.1959,-0.0632,-0.0549,0.213
0.077000,-0.1282,-0.1289,-0.2892,0.342
0.083000,-0.0610,-0.1312,-0.5086,0.529
0.088000,0.0427,-0.1361,-0.6729,0.688
0.094000,0.0995,-0.1881,-0.8375,0.864
0.098000,0.1336,-0.1715,-0.8594,0.886
0.103000,0.1307,-0.1784,-0.9436,0.969
0.111000,0.0770,-0.1235,-1.0293,1.039
0.113000,0.0425,-0.0132,-0.9896,0.991
0.118000,0.0314,0.0607,-0.8941,0.897
0.123000,0.0356,0.1511,-0.7900,0.805
0.128000,0.0113,0.1844,-0.6702,0.695
0.133000,-0.0488,0.1540,-0.5821,0.604
0.138000,-0.0832,0.0951,-0.5193,0.534
0.154000,-0.0983,0.0062,-0.4434,0.454
0.155000,-0.1118,-0.0690,-0.3196,0.346
0.155000,-0.0975,-0.1392,-0.2123,0.272
0.160000,-0.0244,-0.1200,-0.0809,0.147
0.164000,0.0623,-0.0787,0.0473,0.111
0.169000,0.1524,-0.0345,0.0087,0.157
0.174000,0.2506,0.0344,0.0341,0.255
0.179000,0.3262,0.0375,0.0050,0.328
0.184000,0.3101,0.0616,0.0347,0.318
0.189000,0.2997,0.0222,0.0417,0.303
0.195000,0.3117,0.0543,0.0058,0.316
0.199000,0.2757,0.0650,-0.0623,0.290
0.204000,0.2980,0.0461,-0.1625,0.343
0.210000,0.1704,0.0041,-0.2413,0.295
0.214000,0.1310,-0.0071,-0.3154,0.342
0.219000,0.1077,0.0424,-0.4459,0.461
0.225000,0.0748,0.1108,-0.5597,0.575
0.229000,-0.0151,0.1671,-0.6773,0.698
0.234000,-0.1480,0.2282,-0.6936,0.745
0.239000,-0.2054,0.1593,-0.5421,0.601
0.254000,-0.1403,0.1566,-0.3556,0.413
0.255000,0.0788,0.3638,-0.3263,0.495
0.255000,0.2256,0.4348,-0.2220,0.538
0.260000,0.2433,0.3503,-0.1178,0.443
0.264000,0.2807,0.3689,-0.1848,0.499
0.270000,0.2562,0.2663,-0.2601,0.452
0.275000,0.1866,0.1551,-0.1898,0.308
0.280000,0.1953,0.1238,-0.0173,0.232
0.285000,0.2292,0.1805,0.1833,0.345
0.290000,0.2152,0.2264,0.2567,0.404
0.295000,0.1483,0.1462,0.2885,0.356
0.300000,0.1006,-0.0373,0.2930,0.312
0.305000,-0.0152,-0.2352,0.3299,0.405
0.311000,-0.0839,-0.3827,0.2605,0.471
0.314000,-0.1690,-0.4511,0.2535,0.544
0.320000,-0.2213,-0.4723,0.3072,0.605
0.325000,-0.2071,-0.4014,0.3082,0.547
0.330000,-0.2152,-0.3476,0.3046,0.510
0.336000,-0.2698,-0.2975,0.2734,0.486
0.340000,-0.2574,-0.1975,0.3081,0.447
0.355000,-0.2556,-0.1122,0.3106,0.418
0.356000,-0.1627,-0.0011,0.3155,0.355
0.357000,-0.0481,0.1147,0.3156,0.339
0.361000,0.0383,0.1040,0.4470,0.461
0.365000,0.1358,0.0224,0.7104,0.724
0.370000,0.2065,-0.0395,0.7444,0.773
0.375000,0.2427,-0.1782,0.6342,0.702
