time,ax,ay,az
2019-11-14 20:9:35.2350,-0.0,-0.0,0.01
2019-11-14 20:9:35.2680,0.0,-0.0,0.04
2019-11-14 20:9:35.3590,-0.0,0.01,-0.01
2019-11-14 20:9:35.4490,0.01,-0.0,-0.01
2019-11-14 20:9:35.5400,-0.0,-0.01,0.02
2019-11-14 20:9:35.6300,-0.01,-0.01,-0.05
2019-11-14 20:9:35.7200,-0.0,0.0,0.02
2019-11-14 20:9:35.8100,-0.0,0.01,0.03
2019-11-14 20:9:35.9060,-0.01,0.0,-0.02
2019-11-14 20:9:36.0030,-0.0,-0.0,-0.0
2019-11-14 20:9:36.1030,-0.0,0.0,-0.03
2019-11-14 20:9:36.1720,0.0,0.0,0.02
2019-11-14 20:9:36.2640,0.01,-0.01,0.0
2019-11-14 20:9:36.3520,0.01,0.0,0.01
2019-11-14 20:9:36.4430,-0.01,-0.01,-0.01
2019-11-14 20:9:36.5320,0.0,-0.0,-0.01
2019-11-14 20:9:36.6230,0.0,-0.0,0.02
2019-11-14 20:9:36.7130,-0.01,-0.0,0.04
2019-11-14 20:9:36.8040,0.04,-0.04,0.06
2019-11-14 20:9:36.9050,0.08,-0.07,0.01
2019-11-14 20:9:37.0050,-0.08,-0.23,0.77
2019-11-14 20:9:37.0740,-0.09,0.39,0.96
2019-11-14 20:9:37.1680,-0.04,-0.37,0.41
2019-11-14 20:9:37.2550,0.75,-0.52,-0.17
2019-11-14 20:9:37.3450,1.13,-0.21,0.46
2019-11-14 20:9:37.4350,0.2,0.64,0.76
2019-11-14 20:9:37.5250,0.15,2.58,-1.65
2019-11-14 20:9:37.6160,-0.27,-0.17,0.96
2019-11-14 20:9:37.7090,-0.59,0.1,0.54
2019-11-14 20:9:37.8050,0.27,0.62,0.18
2019-11-14 20:9:37.9100,0.18,-0.03,0.27
2019-11-14 20:9:37.9770,0.06,0.02,0.11
2019-11-14 20:9:38.0690,0.01,0.03,0.05
2019-11-14 20:9:38.1580,0.01,0.01,-0.01
2019-11-14 20:9:38.2480,0.01,0.02,0.0
2019-11-14 20:9:38.3380,0.02,0.02,-0.0
2019-11-14 20:9:38.4280,0.01,0.02,-0.01
2019-11-14 20:9:38.5180,0.01,0.02,0.0
2019-11-14 20:9:38.6110,0.01,0.02,0.0
2019-11-14 20:9:38.7120,0.0,0.04,-0.01
2019-11-14 20:9:38.8110,-0.0,0.04,0.03
2019-11-14 20:9:38.8800,0.03,-0.03,0.03
2019-11-14 20:9:38.9710,-0.02,0.01,0.03
2019-11-14 20:9:39.0600,-0.02,0.03,-0.02
2019-11-14 20:9:39.1500,-0.07,0.04,0.0
2019-11-14 20:9:39.2410,0.0,0.0,-0.03
2019-11-14 20:9:39.3310,0.02,-0.0,-0.0
2019-11-14 20:9:39.4210,0.0,0.02,-0.0
2019-11-14 20:9:39.5140,0.01,0.01,-0.0
2019-11-14 20:9:39.6130,0.01,0.02,-0.01
2019-11-14 20:9:39.7110,0.01,0.01,-0.0
2019-11-14 20:9:39.7830,0.01,0.0,0.0
2019-11-14 20:9:39.8750,0.01,0.01,0.01
2019-11-14 20:9:39.9630,0.01,0.01,0.01
2019-11-14 20:9:40.0530,0.0,0.01,-0.02
2019-11-14 20:9:40.1430,0.02,-0.01,-0.04
