time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,-0.3323,-0.3890,-0.1555,0.535
0.005000,-0.1779,-0.2571,-0.1241,0.336
0.009000,-0.0355,-0.0952,-0.0897,0.136
0.011000,0.1330,0.0297,0.0071,0.136
0.015000,0.3015,0.1269,0.1589,0.364
0.020000,0.4606,0.2176,0.3277,0.606
0.028000,0.6036,0.2989,0.5256,0.854
0.031000,0.5713,0.3441,0.7454,1.000
0.036000,0.4813,0.3649,0.9564,1.131
0.043000,0.4213,0.3467,1.1473,1.270
0.044000,0.3386,0.3081,1.3518,1.427
0.051000,0.1547,0.2392,1.4254,1.454
0.056000,-0.0565,0.1971,1.4450,1.460
0.060000,-0.2197,0.1147,1.3546,1.377
0.064000,-0.3641,0.0232,1.1073,1.166
0.069000,-0.4643,-0.0983,0.7829,0.916
0.074000,-0.4738,-0.1542,0.4812,0.693
0.080000,-0.4549,-0.1729,0.2232,0.535
0.084000,-0.4171,-0.0849,-0.0657,0.431
0.087000,-0.2488,0.0380,-0.2097,0.328
0.097000,-0.0650,0.1364,-0.2458,0.289
0.099000,0.0235,0.1656,-0.2273,0.282
0.103000,0.0370,0.1783,-0.1354,0.227
0.110000,-0.1658,-0.0535,-0.0943,0.198
0.112000,-0.3345,-0.3399,-0.2650,0.546
0.118000,-0.2439,-0.3906,-0.2543,0.526
0.124000,-0.0722,-0.3047,-0.0542,0.318
0.127000,0.1515,-0.0860,0.2318,0.290
0.132000,0.3085,0.1976,0.4250,0.561
0.137000,0.4094,0.6018,0.5267,0.898
0.140000,0.2692,0.3585,0.5092,0.678
0.146000,0.1620,0.2301,0.4545,0.535
0.151000,0.0489,0.0753,0.3725,0.383
0.158000,-0.0753,-0.0085,0.2469,0.258
0.160000,-0.2012,-0.1095,0.1089,0.254
0.166000,-0.2960,-0.1659,-0.0534,0.343
0.171000,-0.3789,-0.2442,-0.1450,0.474
0.176000,-0.4169,-0.2820,-0.2473,0.561
0.181000,-0.4386,-0.3199,-0.3106,0.625
0.184000,-0.4445,-0.3501,-0.3544,0.668
0.198000,-0.4630,-0.3417,-0.3863,0.693
0.198000,-0.4632,-0.3565,-0.3517,0.682
0.199000,-0.4593,-0.3586,-0.3391,0.674
0.204000,-0.3752,-0.3290,-0.3128,0.589
0.211000,-0.2564,-0.2917,-0.2564,0.465
0.214000,-0.1645,-0.2038,-0.2508,0.363
0.219000,-0.0754,-0.1134,-0.2956,0.325
0.223000,-0.0678,-0.0349,-0.2644,0.275
0.228000,-0.0845,-0.0351,-0.2692,0.284
0.233000,-0.0993,-0.0710,-0.3001,0.324
0.241000,-0.1219,-0.1236,-0.2878,0.336
0.243000,-0.1097,-0.1360,-0.2610,0.314
0.248000,-0.0703,-0.1611,-0.2316,0.291
0.253000,-0.0680,-0.2034,-0.2115,0.301
0.258000,-0.0476,-0.2178,-0.1698,0.280
0.263000,-0.0517,-0.2140,-0.1232,0.252
0.267000,-0.0275,-0.0970,-0.0600,0.117
0.275000,0.0152,0.0325,0.0126,0.038
0.277000,0.0401,0.0604,0.0233,0.076
0.281000,0.0977,-0.0076,-0.0085,0.098
0.287000,0.1146,-0.0922,-0.1347,0.199
0.299000,0.0844,-0.1383,-0.2502,0.298
0.300000,0.0048,-0.1840,-0.3339,0.381
0.301000,-0.0499,-0.1767,-0.3910,0.432
0.304000,-0.0160,-0.1853,-0.3554,0.401
0.312000,0.0032,-0.1840,-0.1897,0.264
0.316000,-0.0907,-0.1096,-0.1818,0.231
0.320000,-0.2664,-0.0486,-0.4442,0.520
0.325000,-0.2927,-0.0478,-0.6213,0.688
0.330000,-0.1277,-0.1252,-0.5428,0.572
0.335000,0.0846,-0.1760,-0.3178,0.373
0.341000,0.1352,-0.1413,-0.1538,0.249
0.344000,0.1140,-0.0810,-0.0883,0.165
0.349000,0.0815,-0.0168,-0.0992,0.129
0.352000,0.1045,0.0210,-0.1481,0.182
0.359000,0.1659,0.0116,-0.2016,0.261
0.364000,0.2274,0.0195,-0.1458,0.271
0.369000,0.2535,-0.0074,-0.0268,0.255
0.374000,0.2682,-0.0287,0.0813,0.282
0.377000,0.2766,-0.0233,0.1362,0.309
0.383000,0.2834,-0.0366,0.1571,0.326
0.390000,0.2623,-0.0306,0.1161,0.288
0.393000,0.2229,-0.0221,0.0397,0.227
0.398000,0.1957,-0.0229,-0.0172,0.198
0.401000,0.1568,-0.0257,-0.0572,0.169
0.408000,0.1133,-0.0188,-0.0448,0.123
0.413000,0.1126,-0.0333,-0.0538,0.129
0.417000,0.1072,-0.0429,-0.0842,0.143
0.422000,0.1088,-0.0288,-0.0929,0.146
0.439000,0.1272,0.0064,-0.1559,0.201
0.440000,0.1432,0.0483,-0.1828,0.237
0.440000,0.1406,0.0423,-0.1810,0.233
0.441000,0.1123,0.0507,-0.1935,0.229
0.447000,0.0705,0.0567,-0.1892,0.210
0.449000,0.0460,0.0602,-0.1850,0.200
0.461000,0.0409,0.0447,-0.1998,0.209
0.461000,0.0501,0.0128,-0.1836,0.191
