time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002000,-0.1289,0.3855,-1.1305,1.201
0.002000,-0.1993,0.4531,-0.7866,0.929
0.006000,-0.1494,0.4665,-0.5129,0.709
0.010000,-0.0078,0.3991,-0.2144,0.453
0.015000,0.2501,0.1822,0.0768,0.319
0.024000,0.2954,0.1021,0.4063,0.513
0.025000,0.3231,0.1045,0.8507,0.916
0.030000,0.2549,0.1359,1.1607,1.196
0.035000,0.0782,0.2044,1.3846,1.402
0.041000,-0.0370,0.3938,1.5777,1.626
0.045000,-0.0418,0.4898,1.6771,1.748
0.050000,0.0566,0.5288,1.6916,1.773
0.056000,0.1449,0.5283,1.5355,1.630
0.060000,0.2230,0.5089,1.2928,1.407
0.066000,0.3093,0.4603,0.9992,1.143
0.073000,0.3948,0.4125,0.6615,0.874
0.075000,0.3854,0.3980,0.4027,0.685
0.081000,0.3224,0.3811,0.2484,0.558
0.087000,0.2781,0.3366,0.1315,0.456
0.091000,0.2477,0.2705,-0.0829,0.376
0.096000,0.2295,0.2214,-0.2299,0.393
0.101000,0.1927,0.1630,-0.3277,0.414
0.106000,0.1296,0.1133,-0.3802,0.417
0.111000,0.0091,0.0245,-0.3506,0.352
0.116000,-0.0664,-0.0476,-0.2438,0.257
0.121000,-0.0755,-0.1337,-0.0949,0.181
0.126000,-0.1123,-0.2011,-0.0206,0.231
0.131000,-0.1015,-0.1870,-0.0468,0.218
0.137000,-0.1194,-0.0881,0.0368,0.153
0.143000,-0.1480,-0.0253,0.1296,0.198
0.146000,-0.0941,-0.0102,0.1457,0.174
0.151000,-0.0642,0.0529,0.1235,0.149
0.156000,0.0154,0.1483,0.1168,0.189
0.161000,0.1145,0.2071,0.1294,0.270
0.166000,0.1676,0.2612,0.1827,0.360
0.180000,0.2153,0.2652,0.1907,0.391
0.181000,0.2044,0.2179,0.1991,0.359
0.182000,0.1610,0.0767,0.2256,0.288
0.188000,0.1485,-0.0651,0.3059,0.346
0.192000,0.1242,-0.1431,0.4364,0.476
0.196000,0.1148,-0.1925,0.6132,0.653
0.202000,0.0276,-0.2371,0.7457,0.783
0.207000,-0.0384,-0.3054,0.7897,0.848
0.212000,-0.1594,-0.4053,0.7957,0.907
0.217000,-0.2669,-0.5197,0.7459,0.947
0.223000,-0.2899,-0.6603,0.5652,0.916
0.227000,-0.3235,-0.7457,0.4163,0.913
0.232000,-0.2978,-0.7175,0.1916,0.800
0.238000,-0.2577,-0.6156,-0.0107,0.667
0.242000,-0.2037,-0.4295,-0.1944,0.514
0.247000,-0.1494,-0.2846,-0.3894,0.505
0.252000,-0.0718,-0.2175,-0.5086,0.558
0.262000,-0.0131,-0.2054,-0.5762,0.612
0.263000,0.0294,-0.1776,-0.6687,0.693
0.267000,0.1120,-0.1436,-0.7193,0.742
0.271000,0.1488,-0.1055,-0.6315,0.657
0.277000,0.1448,-0.0264,-0.5346,0.555
0.283000,0.1019,0.0330,-0.4037,0.418
0.289000,0.1276,0.1250,-0.2412,0.300
0.292000,0.1482,0.2168,-0.1283,0.292
0.297000,0.1450,0.2784,0.0058,0.314
0.302000,0.2222,0.2857,0.1765,0.403
0.307000,0.2155,0.2713,0.2537,0.429
0.312000,0.1639,0.1994,0.3140,0.406
0.317000,0.1832,0.0584,0.3121,0.367
0.323000,0.1851,-0.1620,0.4403,0.504
0.327000,0.1255,-0.3805,0.4679,0.616
0.332000,0.0848,-0.5122,0.4238,0.670
0.338000,0.0413,-0.6302,0.3548,0.724
0.343000,-0.0393,-0.5629,0.2550,0.619
0.348000,-0.1346,-0.4924,0.2272,0.559
0.354000,-0.1818,-0.4237,0.1208,0.477
0.358000,-0.2302,-0.3593,0.0460,0.429
0.363000,-0.2382,-0.3209,-0.0034,0.400
0.368000,-0.1689,-0.3092,-0.0764,0.361
0.380000,-0.0707,-0.2952,-0.1074,0.322
0.381000,0.0015,-0.2522,-0.1480,0.292
0.383000,0.0465,-0.2233,-0.1754,0.288
0.388000,0.0455,-0.1634,-0.1216,0.209
0.393000,0.0319,-0.0525,-0.0512,0.080
0.398000,0.0381,0.0562,-0.0275,0.073
0.404000,0.0772,0.1425,-0.0347,0.166
0.408000,0.0902,0.1822,0.0239,0.205
0.413000,0.0842,0.1576,0.0324,0.182
0.418000,0.0861,0.0573,0.0267,0.107
0.423000,0.0747,-0.0451,-0.0100,0.088
0.428000,0.0311,-0.1206,0.0883,0.153
0.433000,-0.0215,-0.1630,0.1037,0.194
0.439000,-0.0840,-0.1797,0.2108,0.289
0.444000,-0.0737,-0.1470,0.3295,0.368
0.449000,-0.0933,-0.1353,0.3808,0.415
0.464000,-0.0804,-0.1051,0.4079,0.429
0.465000,-0.0444,-0.1115,0.3812,0.400
0.466000,-0.0020,-0.0697,0.3939,0.400
0.469000,0.0155,-0.0586,0.3133,0.319
0.475000,0.0247,-0.0364,0.1458,0.152
0.479000,0.0629,0.0325,0.0157,0.073
0.484000,0.0924,0.0869,-0.0996,0.161
0.489000,0.0771,0.1743,-0.1154,0.223
0.494000,0.1495,0.2501,-0.1215,0.316
0.499000,0.1755,0.2703,-0.0798,0.332
0.505000,0.1693,0.3003,-0.0464,0.348
0.509000,0.1802,0.3151,-0.0654,0.369
0.514000,0.2152,0.2335,-0.0722,0.326
0.519000,0.2622,0.1609,-0.1110,0.327
0.525000,0.2352,0.1449,-0.1782,0.329
0.530000,0.1871,0.0940,-0.2331,0.313
0.535000,0.1312,0.0383,-0.2115,0.252
0.540000,0.0081,0.0701,-0.1374,0.154
0.545000,-0.0157,0.0915,-0.0518,0.106
0.550000,0.0170,0.1088,0.0668,0.129
0.567000,0.0445,0.1648,0.1790,0.247
0.568000,0.0636,0.1543,0.2407,0.293
0.569000,0.1165,0.1206,0.2888,0.334
0.570000,0.1160,0.0674,0.2758,0.307
0.576000,0.1063,0.0045,0.2126,0.238
0.580000,0.0608,-0.0239,0.1481,0.162
0.585000,0.0462,-0.0312,0.0836,0.101
0.591000,0.0463,-0.0069,0.0443,0.065
0.596000,0.0024,-0.0231,0.1030,0.106
0.600000,-0.0047,-0.0527,0.1102,0.122
0.606000,0.0138,-0.0210,0.1224,0.125
0.610000,0.0434,0.0225,0.0763,0.091
0.615000,0.1281,0.0432,0.0486,0.144
0.621000,0.1369,0.0979,0.0092,0.169
0.625000,0.1305,0.0765,0.0379,0.156
0.630000,0.0902,0.0618,0.0441,0.118
0.635000,0.0416,0.0600,0.0645,0.097
0.641000,0.0646,0.0677,0.0348,0.100
0.645000,0.0590,0.0898,0.0445,0.116
0.651000,-0.0018,0.1132,0.0672,0.132
0.664000,-0.0353,0.1333,0.0622,0.151
0.665000,0.0077,0.1237,0.0229,0.126
0.666000,0.0186,0.0919,0.0443,0.104
0.672000,0.0075,0.0875,0.0039,0.088
0.676000,0.0588,0.0798,-0.0030,0.099
0.681000,0.0863,0.0474,-0.0716,0.122
0.686000,0.0875,0.0438,-0.2156,0.237
0.691000,0.0598,0.0425,-0.2528,0.263
0.696000,0.0212,-0.0226,-0.2873,0.289
0.701000,0.0024,0.0019,-0.3144,0.314
0.706000,-0.0134,0.0670,-0.2868,0.295
0.711000,-0.0200,0.1108,-0.2714,0.294
0.716000,-0.0410,0.1111,-0.2018,0.234
0.722000,-0.0665,0.0706,-0.0973,0.137
0.726000,-0.0439,-0.0022,-0.0175,0.047
0.731000,-0.0685,-0.0441,0.0650,0.104
