time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.004000,-0.1447,-0.0013,0.3462,0.375
0.005000,-0.1454,0.0127,0.2972,0.331
0.006000,-0.0952,0.0281,0.2048,0.228
0.007000,0.0099,0.0690,0.0955,0.118
0.011000,0.1266,0.1211,0.0288,0.178
0.017000,0.1931,0.1743,0.0257,0.261
0.027000,0.2239,0.2402,0.0528,0.333
0.028000,0.2384,0.2495,0.0863,0.356
0.032000,0.2628,0.2521,0.0812,0.373
0.035000,0.2495,0.2551,0.0616,0.362
0.050000,0.2225,0.2680,0.0182,0.349
0.050000,0.1746,0.2716,-0.0084,0.323
0.051000,0.1488,0.2756,0.0124,0.313
0.062000,0.1429,0.2301,0.0637,0.278
0.063000,0.1686,0.2067,0.0859,0.280
0.065000,0.1904,0.1979,0.1385,0.308
0.071000,0.1941,0.2227,0.2286,0.374
0.075000,0.1632,0.2258,0.2965,0.407
0.080000,0.0718,0.2500,0.3070,0.402
0.084000,-0.0041,0.2095,0.3199,0.382
0.090000,-0.0529,0.1478,0.3044,0.342
0.095000,-0.0820,0.0626,0.3556,0.370
0.100000,-0.0845,0.0137,0.3542,0.364
0.104000,-0.1462,-0.0113,0.3198,0.352
0.107000,-0.1527,-0.0338,0.2904,0.330
0.116000,-0.1092,-0.0038,0.2850,0.305
0.120000,-0.0519,0.0472,0.2418,0.252
0.124000,0.0359,0.1024,0.1871,0.216
0.128000,0.1205,0.1760,0.1283,0.249
0.133000,0.2470,0.2392,0.0868,0.355
0.140000,0.3748,0.3276,0.0388,0.499
0.143000,0.4114,0.3624,-0.0276,0.549
0.148000,0.4195,0.3751,-0.0883,0.570
0.153000,0.4324,0.4108,-0.1317,0.611
0.157000,0.4759,0.3865,-0.1269,0.626
0.162000,0.5024,0.3951,-0.0673,0.643
0.166000,0.5405,0.4147,0.0848,0.687
0.181000,0.5593,0.4452,0.3026,0.776
0.182000,0.5686,0.4906,0.5550,0.934
0.182000,0.5352,0.4977,0.7328,1.035
0.186000,0.4141,0.4665,0.8276,1.036
0.192000,0.2009,0.3493,0.7711,0.870
0.195000,-0.1116,0.1400,0.5696,0.597
0.200000,-0.4118,-0.2128,0.2123,0.510
0.203000,-0.6386,-0.6023,-0.2076,0.902
0.210000,-0.9138,-0.9203,-0.6900,1.469
0.214000,-1.0943,-1.1464,-0.9150,1.830
0.219000,-1.0826,-1.2231,-0.8593,1.846
0.225000,-0.9737,-1.1747,-0.7703,1.709
0.228000,-0.8488,-1.0280,-0.7718,1.540
0.234000,-0.6863,-0.7410,-0.6068,1.178
0.239000,-0.3977,-0.3692,-0.3291,0.635
0.244000,-0.2204,-0.2053,-0.3241,0.442
0.249000,-0.1139,-0.0919,-0.2426,0.283
0.252000,-0.0425,0.0159,-0.1796,0.185
0.259000,0.0408,0.1242,-0.1511,0.200
0.263000,0.1544,0.1964,-0.0541,0.256
0.268000,0.2766,0.2864,0.0827,0.407
0.273000,0.3856,0.3079,0.2453,0.551
0.276000,0.4556,0.3436,0.4219,0.710
0.283000,0.5108,0.3475,0.5819,0.849
0.288000,0.4944,0.3692,0.6737,0.914
0.292000,0.4326,0.3821,0.6906,0.900
0.297000,0.3085,0.3172,0.5505,0.706
0.300000,0.1050,0.1542,0.2473,0.310
0.319000,-0.1759,-0.1460,-0.1158,0.256
0.320000,-0.4627,-0.4765,-0.4131,0.782
0.320000,-0.5363,-0.6532,-0.6219,1.049
0.321000,-0.5140,-0.7313,-0.7552,1.170
0.325000,-0.4813,-0.7176,-0.7193,1.124
0.330000,-0.4043,-0.6504,-0.6559,1.008
0.335000,-0.3110,-0.5060,-0.5844,0.833
0.340000,-0.1868,-0.3252,-0.4885,0.616
0.345000,-0.0601,-0.2078,-0.3992,0.454
0.348000,0.0763,-0.0752,-0.3023,0.321
0.354000,0.1820,0.0106,-0.2593,0.317
0.359000,0.2884,0.0615,-0.1795,0.345
0.364000,0.3454,0.1176,-0.0890,0.376
0.369000,0.3439,0.1284,0.0125,0.367
0.373000,0.3434,0.1343,0.0989,0.382
0.379000,0.3437,0.1392,0.1637,0.405
0.384000,0.3398,0.1311,0.2048,0.418
0.388000,0.3125,0.1048,0.2512,0.414
0.393000,0.2881,0.0768,0.2578,0.394
0.397000,0.2356,0.0612,0.2013,0.316
0.407000,0.1312,0.0009,0.1155,0.175
0.408000,0.0248,-0.0560,0.0267,0.067
0.413000,-0.1482,-0.1353,-0.1935,0.279
0.417000,-0.3260,-0.2718,-0.4612,0.627
0.436000,-0.4329,-0.4429,-0.6411,0.891
0.437000,-0.4811,-0.6001,-0.7533,1.077
0.437000,-0.4682,-0.6360,-0.7987,1.123
0.438000,-0.4200,-0.6270,-0.7997,1.100
0.441000,-0.3696,-0.5138,-0.7353,0.970
0.445000,-0.3073,-0.3777,-0.6395,0.804
0.451000,-0.2494,-0.2378,-0.5316,0.634
0.456000,-0.1865,-0.1301,-0.4164,0.474
0.461000,-0.1139,-0.0591,-0.2558,0.286
0.465000,-0.0530,-0.0085,-0.1284,0.139
0.469000,-0.0230,-0.0020,-0.0691,0.073
0.475000,-0.0023,0.0003,-0.0368,0.037
0.480000,0.0087,-0.0020,0.0070,0.011
0.484000,0.0358,-0.0209,0.0623,0.075
0.489000,0.0481,-0.0095,0.1057,0.117
0.494000,0.0691,0.0199,0.1540,0.170
0.499000,0.0772,0.0383,0.1764,0.196
0.518000,0.0775,0.0671,0.1543,0.185
0.519000,0.0701,0.0564,0.1377,0.165
0.519000,0.0622,0.0850,0.1362,0.172
0.520000,0.0471,0.0626,0.0900,0.119
0.529000,0.0227,0.0374,0.0588,0.073
0.530000,-0.0108,0.0050,0.0138,0.018
0.533000,-0.0295,-0.0082,-0.0047,0.031
0.539000,-0.0477,-0.0375,-0.0280,0.067
0.543000,-0.0940,-0.0496,-0.0395,0.113
0.547000,-0.1658,-0.0871,-0.0773,0.203
0.552000,-0.2132,-0.1403,-0.1294,0.286
0.558000,-0.2579,-0.1708,-0.1909,0.364
0.562000,-0.2574,-0.1858,-0.1931,0.372
0.565000,-0.2642,-0.1975,-0.1910,0.381
0.572000,-0.2404,-0.1656,-0.1561,0.331
0.578000,-0.2050,-0.1024,-0.0791,0.242
0.582000,-0.1319,-0.0441,0.0232,0.141
0.586000,-0.0999,0.0116,0.1103,0.149
0.591000,-0.0539,0.0717,0.1776,0.199
0.597000,-0.0179,0.1215,0.2397,0.269
0.602000,-0.0010,0.1421,0.2659,0.302
0.607000,0.0064,0.1242,0.2493,0.279
0.610000,0.0138,0.1105,0.2427,0.267
0.615000,-0.0026,0.0821,0.2507,0.264
0.620000,0.0121,0.0604,0.2376,0.246
0.627000,0.0055,0.0263,0.2464,0.248
0.632000,0.0252,0.0371,0.2221,0.227
0.635000,0.0140,0.0756,0.2268,0.240
0.638000,0.0100,0.1015,0.1890,0.215
0.644000,-0.0151,0.1220,0.1636,0.205
0.650000,-0.0116,0.1230,0.1410,0.187
0.654000,-0.0412,0.1214,0.1281,0.181
0.658000,-0.0207,0.0960,0.1226,0.157
0.662000,-0.0383,0.0731,0.1242,0.149
0.669000,-0.0629,0.0480,0.1235,0.147
0.676000,-0.0849,0.0420,0.1085,0.144
0.677000,-0.1235,0.0219,0.0486,0.135
0.682000,-0.1406,0.0115,0.0081,0.141
0.685000,-0.1197,-0.0011,-0.0131,0.120
0.693000,-0.1039,0.0055,-0.0342,0.110
0.696000,-0.0788,0.0101,-0.0505,0.094
0.702000,-0.0633,0.0172,-0.0550,0.086
0.706000,-0.0525,0.0315,-0.0548,0.082
0.710000,-0.0488,0.0437,-0.0404,0.077
0.717000,-0.0355,0.0560,-0.0240,0.071
0.723000,-0.0056,0.0612,0.0113,0.062
0.726000,-0.0017,0.0734,0.0486,0.088
0.731000,0.0215,0.0689,0.0738,0.103
0.734000,0.0401,0.0786,0.0797,0.119
0.740000,0.0329,0.0715,0.0786,0.111
0.746000,0.0212,0.0857,0.0775,0.117
0.750000,0.0315,0.0780,0.0553,0.101
0.767000,0.0371,0.0867,0.0381,0.102
0.768000,0.0544,0.0904,0.0449,0.115
0.770000,0.0431,0.0866,0.0567,0.112
0.771000,0.0342,0.0895,0.0661,0.116
0.789000,0.0254,0.0922,0.0827,0.126
0.790000,0.0143,0.0709,0.0827,0.110
0.791000,-0.0038,0.0544,0.0661,0.086
0.791000,-0.0074,0.0283,0.0426,0.052
0.794000,-0.0088,0.0190,0.0051,0.022
0.799000,-0.0198,-0.0045,-0.0463,0.051
0.802000,-0.0382,-0.0182,-0.0877,0.097
0.806000,-0.0308,-0.0294,-0.1194,0.127
0.812000,-0.0452,-0.0260,-0.1272,0.137
0.817000,-0.0480,-0.0294,-0.1185,0.131
0.822000,-0.0627,-0.0325,-0.1195,0.139
0.827000,-0.0608,-0.0256,-0.0756,0.100
0.830000,-0.0469,-0.0280,-0.0536,0.076
0.838000,-0.0116,-0.0277,-0.0462,0.055
0.841000,0.0236,-0.0152,-0.0437,0.052
0.847000,0.0444,-0.0192,-0.0438,0.065
0.850000,0.0557,-0.0183,-0.0653,0.088
0.854000,0.1027,-0.0243,-0.0725,0.128
0.861000,0.1021,-0.0280,-0.0843,0.135
0.866000,0.1042,-0.0223,-0.0343,0.112
0.881000,0.1090,-0.0023,-0.0108,0.110
0.882000,0.0879,0.0005,0.0221,0.091
0.882000,0.0742,0.0148,0.0051,0.076
0.885000,0.0676,0.0121,-0.0187,0.071
0.897000,0.0753,0.0163,-0.0493,0.091
0.899000,0.0828,-0.0083,-0.0558,0.100
0.899000,0.0927,-0.0281,-0.0693,0.119
0.905000,0.1026,-0.0289,-0.0446,0.116
0.908000,0.1174,-0.0393,-0.0651,0.140
0.913000,0.1205,-0.0332,-0.0593,0.138
0.918000,0.1120,-0.0273,-0.0321,0.120
0.922000,0.1109,-0.0167,-0.0312,0.116
0.926000,0.0814,0.0056,-0.0398,0.091
0.932000,0.0711,-0.0081,-0.0600,0.093
0.937000,0.0678,-0.0217,-0.1015,0.124
0.943000,0.0596,-0.0280,-0.1023,0.122
0.946000,0.0608,-0.0411,-0.0866,0.114
0.950000,0.0691,-0.0301,-0.0688,0.102
0.957000,0.0726,-0.0213,-0.0631,0.099
0.963000,0.0593,-0.0263,-0.0531,0.084
0.966000,0.0531,-0.0308,-0.0338,0.070
0.972000,0.0730,-0.0066,-0.0290,0.079
0.976000,0.0855,-0.0036,-0.0197,0.088
0.983000,0.1001,-0.0004,-0.0248,0.103
1.000000,0.1147,0.0219,-0.0253,0.119
1.001000,0.1361,0.0323,-0.0424,0.146
1.001000,0.1456,0.0356,-0.0547,0.160
1.002000,0.1431,0.0342,-0.0693,0.163
1.022000,0.1288,0.0354,-0.0459,0.141
1.024000,0.1193,0.0154,-0.0679,0.138
1.024000,0.0957,-0.0114,-0.0209,0.099
1.025000,0.0769,-0.0235,0.0065,0.081
1.025000,0.0725,-0.0094,0.0598,0.094
1.030000,0.0846,-0.0142,0.0818,0.119
1.035000,0.0825,0.0119,0.1297,0.154
1.040000,0.1113,0.0162,0.1606,0.196
1.043000,0.1232,0.0299,0.1795,0.220
1.048000,0.1186,0.0574,0.1865,0.228
1.055000,0.1332,0.0677,0.1841,0.237
1.058000,0.1170,0.0681,0.1724,0.219
1.063000,0.1271,0.0562,0.1349,0.194
1.066000,0.0825,0.0226,0.0695,0.110
1.072000,0.0645,-0.0039,0.0285,0.071
1.079000,0.0584,-0.0447,-0.0476,0.088
1.082000,0.0453,-0.0520,-0.1325,0.149
1.095000,0.0346,-0.0380,-0.1859,0.193
1.095000,0.0287,-0.0286,-0.2270,0.231
1.097000,0.0303,-0.0287,-0.2275,0.231
1.101000,0.0630,-0.0047,-0.2186,0.228
1.108000,0.0600,-0.0094,-0.2027,0.212
1.111000,0.0765,0.0266,-0.1895,0.206
1.115000,0.0670,0.0172,-0.1740,0.187
1.120000,0.0338,0.0176,-0.1564,0.161
1.125000,0.0554,0.0275,-0.1389,0.152
1.130000,0.0314,0.0255,-0.1382,0.144
1.135000,-0.0022,0.0236,-0.1210,0.123
1.139000,-0.0077,0.0051,-0.1134,0.114
1.144000,-0.0041,-0.0061,-0.1106,0.111
1.150000,-0.0248,-0.0124,-0.1030,0.107
1.155000,-0.0172,-0.0187,-0.0932,0.097
1.160000,-0.0099,-0.0320,-0.0811,0.088
1.163000,-0.0196,-0.0356,-0.0715,0.082
1.168000,-0.0365,-0.0129,-0.0550,0.067
1.176000,-0.0462,-0.0068,-0.0363,0.059
1.180000,-0.0557,0.0017,-0.0154,0.058
1.185000,-0.0675,-0.0112,-0.0090,0.069
1.188000,-0.0340,-0.0191,-0.0383,0.055
1.193000,-0.0362,-0.0150,-0.0389,0.055
1.198000,-0.0385,-0.0132,-0.0562,0.069
1.217000,-0.0288,0.0075,-0.0591,0.066
1.218000,-0.0215,0.0258,-0.0263,0.043
1.219000,-0.0071,0.0486,-0.0105,0.050
1.219000,-0.0047,0.0497,0.0290,0.058
1.230000,0.0192,0.0817,0.0350,0.091
1.231000,0.0026,0.0800,0.0410,0.090
1.232000,0.0218,0.0781,0.0305,0.087
1.237000,0.0053,0.0618,0.0177,0.065
1.240000,0.0031,0.0717,0.0217,0.075
1.246000,0.0008,0.0672,0.0352,0.076
1.251000,-0.0087,0.0696,0.0629,0.094
1.255000,0.0126,0.0814,0.0526,0.098
1.260000,0.0243,0.0811,0.0470,0.097
1.264000,0.0478,0.0997,0.0464,0.120
1.271000,0.0450,0.1016,0.0386,0.118
1.275000,0.0425,0.1083,0.0379,0.122
1.280000,0.0472,0.1148,0.0610,0.138
1.283000,0.0236,0.1355,0.0555,0.148
1.289000,0.0146,0.1275,0.0453,0.136
1.295000,-0.0180,0.1361,0.0542,0.148
1.301000,-0.0195,0.1182,0.0109,0.120
1.306000,-0.0305,0.1241,0.0227,0.130
1.310000,-0.0440,0.1393,0.0178,0.147
1.313000,-0.0360,0.1234,0.0083,0.129
1.319000,-0.0399,0.1266,0.0392,0.138
1.324000,-0.0129,0.1200,0.0273,0.124
1.330000,0.0257,0.1324,0.0179,0.136
1.332000,0.0522,0.1610,0.0063,0.169
1.349000,0.0669,0.1870,0.0044,0.199
1.350000,0.0721,0.1866,-0.0142,0.201
1.351000,0.0586,0.1909,-0.0539,0.207
1.352000,0.0314,0.1691,-0.0839,0.191
1.356000,0.0165,0.1690,-0.1041,0.199
1.360000,0.0186,0.1287,-0.1005,0.164
1.368000,0.0089,0.1292,-0.1184,0.176
1.372000,-0.0102,0.1321,-0.1505,0.201
1.376000,-0.0387,0.1043,-0.1585,0.194
1.380000,-0.0622,0.1218,-0.1523,0.205
1.387000,-0.0597,0.1178,-0.1580,0.206
1.391000,-0.0550,0.1161,-0.1707,0.214
1.396000,-0.0696,0.1120,-0.1595,0.207
1.400000,-0.0629,0.1151,-0.1532,0.202
1.405000,-0.0658,0.1133,-0.1635,0.210
1.409000,-0.0711,0.1067,-0.1428,0.192
1.415000,-0.0835,0.0905,-0.1531,0.196
1.421000,-0.0910,0.0579,-0.1681,0.200
1.425000,-0.0725,0.0683,-0.1568,0.186
1.429000,-0.0732,0.0739,-0.1741,0.203
1.433000,-0.0621,0.0866,-0.1866,0.215
1.441000,-0.0416,0.1111,-0.2203,0.250
1.445000,-0.0213,0.1425,-0.2537,0.292
1.449000,-0.0322,0.1526,-0.2965,0.335
