time,ax,ay,az
2019-11-14 20:8:51.3710,-0.01,0.02,-0.08
2019-11-14 20:8:51.4600,0.02,-0.02,0.04
2019-11-14 20:8:51.5500,-0.0,0.0,0.0
2019-11-14 20:8:51.6410,-0.02,0.0,-0.02
2019-11-14 20:8:51.7310,-0.02,0.04,0.05
2019-11-14 20:8:51.8210,-0.02,-0.02,-0.03
2019-11-14 20:8:51.9110,0.0,0.0,-0.02
2019-11-14 20:8:52.0050,0.0,0.01,0.01
2019-11-14 20:8:52.0990,0.0,-0.0,-0.0
2019-11-14 20:8:52.1990,0.01,-0.01,0.02
2019-11-14 20:8:52.2720,0.0,-0.04,0.02
2019-11-14 20:8:52.3660,-0.16,0.26,0.87
2019-11-14 20:8:52.4530,-0.25,0.53,0.79
2019-11-14 20:8:52.5440,-0.36,0.66,0.64
2019-11-14 20:8:52.6340,-0.4,0.75,0.49
2019-11-14 20:8:52.7240,-0.38,0.82,0.4
2019-11-14 20:8:52.8140,1.59,-3.2,-0.69
2019-11-14 20:8:52.9040,-0.24,0.22,0.96
2019-11-14 20:8:53.0030,-0.49,0.51,0.19
2019-11-14 20:8:53.1020,-1.09,0.34,0.13
2019-11-14 20:8:53.1750,-0.03,0.06,1.06
2019-11-14 20:8:53.2690,-0.11,0.1,0.03
2019-11-14 20:8:53.3560,-0.04,0.08,-0.1
2019-11-14 20:8:53.4460,-0.03,0.07,0.01
2019-11-14 20:8:53.5360,-0.03,0.07,-0.01
2019-11-14 20:8:53.6260,-0.04,0.07,-0.01
2019-11-14 20:8:53.7170,-0.03,0.06,-0.01
2019-11-14 20:8:53.8070,-0.03,0.06,-0.01
2019-11-14 20:8:53.9080,-0.03,0.06,-0.01
2019-11-14 20:8:54.0070,-0.03,0.06,-0.0
2019-11-14 20:8:54.0780,-0.03,0.06,-0.01
2019-11-14 20:8:54.1730,-0.03,0.05,-0.01
2019-11-14 20:8:54.2580,-0.03,0.05,-0.0
2019-11-14 20:8:54.3490,-0.03,0.05,-0.01
2019-11-14 20:8:54.4390,-0.04,0.03,-0.01
2019-11-14 20:8:54.5290,-0.03,0.08,-0.01
2019-11-14 20:8:54.6190,-0.04,0.04,0.02
2019-11-14 20:8:54.7090,-0.0,0.04,0.01
2019-11-14 20:8:54.8060,-0.01,0.03,0.0
2019-11-14 20:8:54.9070,0.04,0.09,-0.02
2019-11-14 20:8:54.9800,-0.04,0.05,0.0
2019-11-14 20:8:55.0740,-0.03,0.04,0.0
2019-11-14 20:8:55.1610,-0.05,0.04,-0.01
2019-11-14 20:8:55.2510,-0.01,0.09,0.01
2019-11-14 20:8:55.3420,-0.02,0.04,0.01
2019-11-14 20:8:55.4320,-0.03,0.07,0.05
2019-11-14 20:8:55.5220,-0.02,0.06,-0.01
2019-11-14 20:8:55.6120,-0.02,0.04,0.01
2019-11-14 20:8:55.7120,-0.03,0.03,-0.01
2019-11-14 20:8:55.8100,-0.03,0.05,-0.02
2019-11-14 20:8:55.8830,-0.06,0.07,0.12
