,avg_aT,avg_ax,avg_ay,avg_az,max_aT,max_ax,max_ay,max_az
0,6.907708683473389,0.5901190476190478,-0.2496980392156861,-2.277422689075629,63.129,37.4319,27.9886,36.1327
1,4.926576819407011,-0.22651105121293785,-0.4932328840970349,-1.4078603773584908,99.0,2.358,4.9485,69.8551
2,7.187806179775281,0.2946988764044944,-0.1766356741573031,-2.5844064606741575,63.075,38.0318,30.829,42.8899
3,5.782752021563339,2.1184355795148244,-0.27623099730458217,-1.2812304582210248,83.038,14.8911,22.3661,70.5432
4,7.296351123595503,0.7530994382022478,-0.35707303370786475,-0.16867556179775445,58.379,36.8481,32.9408,32.6144
5,5.784047872340431,-0.21297792553191477,-0.8468356382978726,-1.712997872340423,125.036,2.9754,13.419,70.3945
6,7.4410700280112,-0.21436358543417378,-0.6376260504201687,-1.322033613445377,57.428999999999995,23.8014,28.6599,33.4148
7,5.430591397849463,-0.3377755376344088,-0.7643731182795701,-1.8384040322580664,80.308,20.7848,3.3062,69.8851
8,7.2847619047619006,0.462468067226891,-0.9601000000000004,-1.8485176470588218,56.308,37.5414,34.3636,37.4826
9,5.3280268096514725,-0.44988310991957137,-0.4815943699731902,-1.647498927613939,96.681,7.3748,66.688,69.9562
10,7.224008403361343,0.1888338935574225,-1.1271106442577032,-2.000136414565827,50.398,4.4034,34.1126,33.1506
11,6.344862533692724,-0.3235444743935309,-0.7399504043126686,-2.1352118598382748,81.615,2.8456,24.6797,70.088
12,7.508463483146073,0.5070581460674158,-0.9112230337078653,-1.370699719101124,61.739,37.579,36.6894,32.7246
13,5.91424128686327,0.8023975871313668,-0.4809008042895444,-1.6429691689008044,94.54700000000001,52.7521,56.196,70.1181
14,7.42682352941176,0.7462462184873949,-0.15707815126050395,-1.7778277310924389,59.455,35.0946,18.3804,33.916
15,5.209406417112295,-0.031577540106951636,0.023647860962566998,-1.393236898395723,120.381,77.1209,9.2788,70.7214
16,6.691086834733895,0.8522943977591042,-0.8179991596638659,0.09040588235294113,59.70399999999999,35.826,17.4021,33.4381
17,5.4705764075067025,-0.11247962466487932,-0.11935335120643434,-1.1779278820375325,106.098,22.0373,22.3042,70.6922
18,7.233507002801115,1.0243039215686267,0.4168019607843134,-1.89052549019608,61.883,41.3505,39.104,37.6262
19,4.959951742627344,0.025896514745308404,-0.11369597855227882,-1.4476672922251994,77.943,11.3151,11.3812,69.773
20,6.761240896358543,0.0042521008403360655,-0.4814436974789918,-1.4139042016806729,59.898999999999994,38.5405,30.8316,32.7377
21,5.288375335120645,0.30977855227882056,-0.30365281501340496,-1.6743954423592498,86.51899999999999,12.4536,14.0444,70.0744
22,6.230181564245817,0.7258756983240227,0.43414916201117343,-2.353000558659218,53.934,39.3055,30.8541,43.1959
23,5.041983914209117,-0.030224128686327165,-0.47262037533512075,-1.4874002680965153,83.184,38.6143,39.8639,69.8991
24,7.93648033707865,1.5937429775280894,-1.1837210674157306,-0.2869410112359539,56.867,36.2772,25.2182,32.8283
25,5.785747311827954,0.5974193548387094,-0.3292903225806454,-2.0232193548387123,86.803,36.2307,36.7349,69.9336
26,7.337560224089635,0.9367893557422968,-0.803126330532213,-0.9420330532212896,49.441,36.8819,30.6243,32.7693
27,5.207050938337797,0.2739410187667559,-0.03417184986595182,-1.6472463806970516,76.156,7.9716,4.3854,69.83
28,7.607516759776536,-0.04090642458100589,-0.38897262569832375,-0.12221201117318475,60.736000000000004,35.0563,39.0324,33.6904
29,5.8065534759358295,-0.2277957219251338,0.2312767379679144,-1.1384208556149726,127.821,76.5904,44.2974,72.1618
30,6.799796610169487,0.8392245762711863,-0.5898864406779669,-1.7627855932203387,56.754,36.4916,13.6305,43.2698
31,5.8750509383377985,0.5113182305630023,-0.3069104557640749,-1.718497319034852,84.109,9.6597,5.5209,69.8927
32,7.114459383753497,1.3217764705882356,-0.6726070028011206,-1.8489229691876745,51.715,36.8463,20.6993,36.1055
33,5.396655080213907,0.2773598930481283,-0.08993342245989297,-1.8323147058823528,110.59299999999999,69.6956,9.5187,70.0297
34,6.7397612359550525,0.3873325842696626,-0.5728528089887642,-1.9321272471910098,62.751000000000005,37.1423,38.7845,44.3365
35,5.527898123324398,0.4327713136729225,-0.29494209115281483,-1.6358525469168899,87.822,9.1644,5.5133,69.9264
36,6.215882022471903,-0.5137339887640452,-0.31779325842696604,-2.98752106741573,51.005,30.2525,15.6005,37.5485
37,5.603943699731903,0.48268525469168927,-0.18271313672922251,-1.716434048257371,95.101,11.5133,4.8377,69.9457
