time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.003000,0.0442,-0.1893,0.0534,0.202
0.004000,0.0389,-0.0736,-0.1002,0.130
0.004000,0.0192,0.1271,-0.1398,0.190
0.009000,-0.0395,0.2746,-0.1444,0.313
0.012000,-0.0738,0.4345,-0.1284,0.459
0.017000,-0.0985,0.5104,0.0485,0.522
0.025000,-0.1138,0.5539,0.2108,0.604
0.029000,-0.0494,0.5941,0.3264,0.680
0.032000,0.0382,0.5658,0.4603,0.730
0.039000,0.0886,0.4949,0.6116,0.792
0.046000,0.1335,0.4829,0.7062,0.866
0.047000,0.1421,0.4747,0.7549,0.903
0.055000,0.1590,0.4404,0.7638,0.896
0.057000,0.1269,0.4397,0.7534,0.882
0.061000,0.0912,0.4105,0.7441,0.855
0.066000,0.0832,0.4641,0.5514,0.726
0.071000,0.1483,0.5317,0.3991,0.681
0.077000,0.1561,0.5515,0.2607,0.630
0.081000,0.1591,0.6339,0.0379,0.655
0.087000,0.1931,0.6743,-0.1631,0.720
0.092000,0.1958,0.7126,-0.2947,0.796
0.097000,0.2111,0.6873,-0.4552,0.851
0.104000,0.1913,0.7340,-0.5564,0.941
0.108000,0.1449,0.7621,-0.5866,0.973
0.112000,0.1139,0.7994,-0.5949,1.003
0.117000,0.0526,0.7621,-0.5394,0.935
0.122000,0.0220,0.7587,-0.3987,0.857
0.128000,-0.0196,0.7256,-0.2623,0.772
0.133000,-0.0035,0.6540,-0.1205,0.665
0.148000,-0.0516,0.5841,-0.0196,0.587
0.148000,-0.0727,0.5455,0.0142,0.550
0.149000,-0.0313,0.4531,0.0552,0.458
0.154000,-0.0540,0.3141,0.1130,0.338
0.159000,-0.0705,0.1776,0.1182,0.225
0.164000,-0.0961,0.0805,0.0805,0.149
0.168000,-0.1104,-0.0438,0.1193,0.168
0.173000,-0.1428,-0.0877,0.1521,0.226
0.178000,-0.1944,-0.0859,0.1526,0.262
0.183000,-0.1574,-0.1052,0.0491,0.196
0.188000,-0.1736,-0.0740,-0.0963,0.212
0.193000,-0.1278,-0.0064,-0.2321,0.265
