time,ax,ay,az
2019-11-14 20:9:46.9580,0.01,-0.01,0.01
2019-11-14 20:9:47.0040,0.01,-0.03,-0.06
2019-11-14 20:9:47.0940,0.01,0.01,0.05
2019-11-14 20:9:47.1850,-0.01,0.01,0.03
2019-11-14 20:9:47.2750,-0.0,-0.01,0.03
2019-11-14 20:9:47.3650,0.01,-0.03,-0.02
2019-11-14 20:9:47.4560,-0.02,-0.0,-0.04
2019-11-14 20:9:47.5460,-0.02,-0.0,0.01
2019-11-14 20:9:47.6410,-0.0,-0.02,0.01
2019-11-14 20:9:47.7380,0.0,-0.01,0.02
2019-11-14 20:9:47.8390,0.0,-0.01,0.02
2019-11-14 20:9:47.9070,0.0,0.0,0.04
2019-11-14 20:9:47.9970,0.01,-0.01,0.01
2019-11-14 20:9:48.0880,0.0,-0.0,-0.02
2019-11-14 20:9:48.1780,0.0,0.0,0.04
2019-11-14 20:9:48.2680,0.0,-0.01,-0.04
2019-11-14 20:9:48.3580,0.01,-0.01,-0.03
2019-11-14 20:9:48.4490,-0.03,0.04,0.05
2019-11-14 20:9:48.5430,0.03,-0.02,-0.09
2019-11-14 20:9:48.6430,0.02,-0.04,0.16
2019-11-14 20:9:48.7400,0.07,0.03,0.94
2019-11-14 20:9:48.8100,0.11,0.35,0.98
2019-11-14 20:9:48.9040,-0.05,-0.39,0.47
2019-11-14 20:9:48.9910,0.54,-0.64,-0.12
2019-11-14 20:9:49.0810,1.04,-0.48,0.33
2019-11-14 20:9:49.1710,0.33,0.23,0.82
2019-11-14 20:9:49.2610,-0.19,1.77,-2.16
2019-11-14 20:9:49.3510,-0.07,0.72,0.8
2019-11-14 20:9:49.4460,-0.05,1.04,0.3
2019-11-14 20:9:49.5420,0.04,-0.85,0.26
2019-11-14 20:9:49.6460,-0.0,0.43,0.53
2019-11-14 20:9:49.7120,0.0,0.59,0.88
2019-11-14 20:9:49.8030,0.01,-0.06,0.96
2019-11-14 20:9:49.8930,-0.02,-0.07,-1.2
2019-11-14 20:9:49.9830,-0.01,0.02,-0.02
2019-11-14 20:9:50.0740,-0.0,0.02,-0.08
2019-11-14 20:9:50.1640,0.0,0.01,-0.01
2019-11-14 20:9:50.2540,-0.0,0.02,0.0
2019-11-14 20:9:50.3500,-0.0,0.02,-0.01
2019-11-14 20:9:50.4450,-0.0,0.02,-0.0
2019-11-14 20:9:50.5450,0.0,0.01,0.0
2019-11-14 20:9:50.6160,0.02,-0.01,0.01
2019-11-14 20:9:50.7080,-0.01,-0.02,-0.04
2019-11-14 20:9:50.7960,-0.06,0.05,-0.02
2019-11-14 20:9:50.8860,-0.03,0.05,0.0
2019-11-14 20:9:50.9760,-0.08,0.04,0.0
2019-11-14 20:9:51.0660,0.03,0.08,-0.01
2019-11-14 20:9:51.1570,0.0,-0.01,-0.01
2019-11-14 20:9:51.2510,0.01,0.01,0.01
2019-11-14 20:9:51.3480,-0.01,0.02,0.01
2019-11-14 20:9:51.4490,-0.0,0.02,0.0
2019-11-14 20:9:51.5180,-0.0,0.01,0.0
2019-11-14 20:9:51.6110,-0.01,0.01,-0.0
2019-11-14 20:9:51.6990,-0.01,0.02,0.0
2019-11-14 20:9:51.7890,-0.0,0.01,0.0
2019-11-14 20:9:51.8790,0.01,0.02,0.0
2019-11-14 20:9:51.9690,-0.0,0.02,0.0
2019-11-14 20:9:52.0590,0.01,0.0,-0.06
